,Iter,best_vals,current_vals
0,0.0,-8.6,-0.4
1,1.0,-8.6,-1.8
2,2.0,-8.6,-2.9
3,3.0,-8.6,-1.0
4,4.0,-8.6,-2.2
5,5.0,-10.1,-10.1
6,6.0,-10.1,-0.4
7,7.0,-10.1,-6.6
8,8.0,-10.1,-7.6
9,9.0,-10.1,-4.9
10,10.0,-10.1,-6.7
11,11.0,-10.1,-0.9
12,12.0,-10.1,-2.4
13,13.0,-10.1,-4.9
14,14.0,-10.1,-3.3
15,15.0,-10.1,-7.4
16,16.0,-10.1,-10.1
17,17.0,-10.1,-5.1
18,18.0,-10.1,0.0
19,19.0,-10.1,-6.9
20,20.0,-10.1,0.0
21,21.0,-10.1,-6.7
22,22.0,-10.1,-3.4
23,23.0,-10.1,-1.8
24,24.0,-10.1,-1.7
25,25.0,-10.1,-7.2
26,26.0,-10.1,-2.3
27,27.0,-10.1,0.0
28,28.0,-10.1,-1.7
29,29.0,-10.1,-3.9
30,30.0,-10.1,-1.7
31,31.0,-10.1,-3.1
32,32.0,-10.1,-3.2
33,33.0,-10.1,-1.5
34,34.0,-10.1,-2.5
35,35.0,-10.1,-3.0
36,36.0,-10.1,-0.8
37,37.0,-10.1,-1.1
38,38.0,-10.1,-5.2
39,39.0,-10.1,-1.1
40,40.0,-10.1,-2.7
41,41.0,-10.1,-3.3
42,42.0,-10.1,-5.2
43,43.0,-10.1,-3.0
44,44.0,-10.1,-1.9
45,45.0,-10.1,-0.9
46,46.0,-10.1,-5.3
47,47.0,-10.1,-5.5
48,48.0,-10.1,-5.2
49,49.0,-10.1,-4.2
50,50.0,-10.1,-8.5
51,51.0,-10.1,-2.9
52,52.0,-10.1,-3.8
53,53.0,-10.1,-1.8
54,54.0,-10.1,-1.4
55,55.0,-10.1,-5.8
56,56.0,-10.1,-2.9
57,57.0,-10.1,-3.6
58,58.0,-10.1,-2.3
59,59.0,-10.1,-4.5
60,60.0,-10.1,-8.2
61,61.0,-10.1,-3.2
62,62.0,-10.1,-1.1
63,63.0,-10.3,-10.3
64,64.0,-10.4,-10.4
65,65.0,-10.4,-6.5
66,66.0,-10.4,-5.4
67,67.0,-10.4,-3.5
68,68.0,-10.4,-7.6
69,69.0,-11.8,-11.8
70,70.0,-11.8,-6.8
71,71.0,-11.8,-8.3
72,72.0,-11.8,-11.2
73,73.0,-11.8,-7.7
74,74.0,-11.8,-8.3
75,75.0,-11.8,-3.4
76,76.0,-11.8,-4.3
77,77.0,-11.8,-3.7
78,78.0,-11.8,-6.6
79,79.0,-11.8,-11.5
80,80.0,-15.4,-15.4
81,81.0,-15.4,-6.3
82,82.0,-15.4,-6.4
83,83.0,-15.4,0.0
84,84.0,-15.4,-5.4
85,85.0,-15.4,-6.1
86,86.0,-17.8,-17.8
87,87.0,-17.8,-1.6
88,88.0,-17.8,-2.0
89,89.0,-17.8,-5.0
90,90.0,-17.8,-8.4
91,91.0,-17.8,-4.5
92,92.0,-17.8,-6.2
93,93.0,-17.8,-3.9
94,94.0,-17.8,-10.4
95,95.0,-17.8,0.0
96,96.0,-17.8,-6.5
97,97.0,-17.8,-3.5
98,98.0,-17.8,-2.7
99,99.0,-17.8,-7.6
100,100.0,-17.8,-7.9
101,101.0,-17.8,-10.3
102,102.0,-17.8,-0.6
103,103.0,-17.8,-4.4
104,104.0,-17.8,-9.7
105,105.0,-17.8,-2.3
106,106.0,-17.8,-13.5
107,107.0,-17.8,-2.3
108,108.0,-17.8,-4.5
109,109.0,-17.8,-8.9
110,110.0,-17.8,-5.5
111,111.0,-17.8,-12.4
112,112.0,-17.8,-3.8
113,113.0,-17.8,-3.9
114,114.0,-17.8,-7.3
115,115.0,-17.8,-1.6
116,116.0,-17.8,-4.1
117,117.0,-17.8,-8.1
118,118.0,-17.8,-3.4
119,119.0,-17.8,-13.3
120,120.0,-17.8,-6.8
121,121.0,-17.8,-9.2
122,122.0,-17.8,-3.6
123,123.0,-17.8,-15.4
124,124.0,-17.8,-12.7
125,125.0,-17.8,-12.1
126,126.0,-17.8,0.0
127,127.0,-17.8,-4.4
128,128.0,-17.8,-7.6
129,129.0,-17.8,-2.7
130,130.0,-17.8,-9.2
131,131.0,-17.8,-3.3
132,132.0,-17.8,-17.5
133,133.0,-17.8,-10.4
134,134.0,-17.8,-5.6
135,135.0,-17.8,-4.8
136,136.0,-17.8,-4.9
137,137.0,-17.8,-6.5
138,138.0,-17.8,-12.7
139,139.0,-17.8,-2.3
140,140.0,-17.8,-1.2
141,141.0,-17.8,-6.5
142,142.0,-17.8,-3.6
143,143.0,-17.8,-5.5
144,144.0,-17.8,-6.4
145,145.0,-17.8,-5.4
146,146.0,-17.8,-13.2
147,147.0,-17.8,-15.8
148,148.0,-17.8,-6.5
149,149.0,-17.8,-15.4
150,150.0,-17.8,-8.3
151,151.0,-17.8,-10.3
152,152.0,-17.8,-9.8
153,153.0,-17.8,-11.3
154,154.0,-17.8,-3.8
155,155.0,-17.8,-3.9
156,156.0,-17.8,-0.9
157,157.0,-17.8,-8.2
158,158.0,-17.8,-5.1
159,159.0,-17.8,-10.8
160,160.0,-17.8,-3.0
161,161.0,-17.8,-15.2
162,162.0,-17.8,-3.6
163,163.0,-17.8,-4.7
164,164.0,-17.8,-4.0
165,165.0,-17.8,-16.4
166,166.0,-17.8,-17.2
167,167.0,-17.8,-5.5
168,168.0,-17.8,-13.3
169,169.0,-17.8,-6.2
170,170.0,-17.8,-13.5
171,171.0,-17.8,-2.2
172,172.0,-17.8,-4.0
173,173.0,-17.8,-8.3
174,174.0,-17.8,-1.6
175,175.0,-17.8,-5.5
176,176.0,-17.8,-6.6
177,177.0,-17.8,-8.4
178,178.0,-17.8,-4.8
179,179.0,-17.8,-11.2
180,180.0,-17.8,-5.7
181,181.0,-17.8,-7.0
182,182.0,-17.8,-5.2
183,183.0,-17.8,-15.8
184,184.0,-17.8,-3.3
185,185.0,-17.8,-6.9
186,186.0,-17.8,-4.2
187,187.0,-17.8,-4.2
188,188.0,-19.8,-19.8
189,189.0,-19.8,-9.4
190,190.0,-19.8,-7.7
191,191.0,-19.8,-4.3
192,192.0,-19.8,-4.3
193,193.0,-19.8,-2.4
194,194.0,-19.8,-2.2
195,195.0,-19.8,-14.0
196,196.0,-19.8,-3.8
197,197.0,-19.8,-7.3
198,198.0,-19.8,-1.8
199,199.0,-19.8,-9.9
200,200.0,-19.8,-4.2
201,201.0,-19.8,-2.8
202,202.0,-19.8,-2.2
203,203.0,-19.8,-2.9
204,204.0,-19.8,-2.6
205,205.0,-19.8,-8.9
206,206.0,-19.8,-5.3
207,207.0,-19.8,-0.8
208,208.0,-19.8,-10.7
209,209.0,-19.8,-7.4
210,210.0,-19.8,-2.4
211,211.0,-19.8,-8.1
212,212.0,-19.8,-2.1
213,213.0,-19.8,-8.9
214,214.0,-19.8,-0.4
215,215.0,-19.8,-4.9
216,216.0,-19.8,-1.6
217,217.0,-19.8,-4.9
218,218.0,-19.8,-1.9
219,219.0,-19.8,-5.9
220,220.0,-19.8,-2.0
221,221.0,-19.8,-4.2
222,222.0,-19.8,0.0
223,223.0,-19.8,-6.3
224,224.0,-19.8,-6.5
225,225.0,-19.8,-0.7
226,226.0,-19.8,-4.0
227,227.0,-19.8,-1.7
228,228.0,-19.8,-4.3
229,229.0,-19.8,-4.4
230,230.0,-19.8,-7.3
231,231.0,-19.8,-11.2
232,232.0,-19.8,-5.1
233,233.0,-19.8,-4.1
234,234.0,-19.8,-0.9
235,235.0,-19.8,-8.1
236,236.0,-19.8,-7.0
237,237.0,-19.8,-8.1
238,238.0,-19.8,-5.9
239,239.0,-19.8,-1.4
240,240.0,-19.8,-10.2
241,241.0,-19.8,-7.7
242,242.0,-19.8,-6.7
243,243.0,-19.8,-19.4
244,244.0,-19.8,-6.2
245,245.0,-19.8,-6.5
246,246.0,-19.8,-2.1
247,247.0,-19.8,-12.0
248,248.0,-19.8,-5.8
249,249.0,-19.8,-7.9
250,250.0,-19.8,-8.6
251,251.0,-19.8,-1.8
252,252.0,-19.8,-4.4
253,253.0,-22.3,-22.3
254,254.0,-22.3,-0.4
255,255.0,-22.3,-5.9
256,256.0,-22.3,-13.2
257,257.0,-22.3,-0.5
258,258.0,-22.3,-11.3
259,259.0,-22.3,-16.0
260,260.0,-22.3,-4.2
261,261.0,-22.3,-6.3
262,262.0,-22.3,-9.5
263,263.0,-22.3,-4.2
264,264.0,-22.3,-4.7
265,265.0,-22.3,-5.3
266,266.0,-22.3,-3.9
267,267.0,-22.3,-3.7
268,268.0,-22.3,-4.5
269,269.0,-22.3,-5.5
270,270.0,-22.3,-7.0
271,271.0,-22.3,-9.8
272,272.0,-22.3,-7.0
273,273.0,-22.3,-2.5
274,274.0,-22.3,-3.7
275,275.0,-22.3,-7.8
276,276.0,-22.3,-14.8
277,277.0,-22.3,-7.5
278,278.0,-22.3,-1.8
279,279.0,-22.3,-1.9
280,280.0,-22.3,-5.9
281,281.0,-22.3,-6.0
282,282.0,-22.3,-9.9
283,283.0,-22.3,-6.6
284,284.0,-22.3,-2.9
285,285.0,-22.3,-4.8
286,286.0,-22.3,-5.4
287,287.0,-22.3,-3.4
288,288.0,-22.3,-4.4
289,289.0,-22.3,-0.2
290,290.0,-22.3,-1.1
291,291.0,-22.3,-6.3
292,292.0,-22.3,-6.1
293,293.0,-22.3,-10.0
294,294.0,-22.3,-4.4
295,295.0,-22.3,-4.1
296,296.0,-22.3,-3.4
297,297.0,-22.3,-6.7
298,298.0,-22.3,-6.7
299,299.0,-22.3,-1.1
300,300.0,-22.3,-3.4
