,Iter,best_vals,current_vals
0,0.0,-8.6,-2.5
1,1.0,-8.6,-4.1
2,2.0,-8.6,-3.9
3,3.0,-8.6,-1.1
4,4.0,-8.6,-2.1
5,5.0,-10.4,-10.4
6,6.0,-10.4,-3.9
7,7.0,-10.4,-1.9
8,8.0,-10.4,-3.7
9,9.0,-10.4,-1.4
10,10.0,-10.4,-8.0
11,11.0,-10.4,-9.0
12,12.0,-10.4,-1.9
13,13.0,-10.4,-0.5
14,14.0,-10.4,-0.3
15,15.0,-10.4,-3.7
16,16.0,-10.4,-3.7
17,17.0,-10.4,-4.9
18,18.0,-10.4,-8.2
19,19.0,-10.4,-1.4
20,20.0,-10.4,-6.5
21,21.0,-10.5,-10.5
22,22.0,-10.5,-8.2
23,23.0,-10.5,-2.0
24,24.0,-10.5,-3.5
25,25.0,-10.5,-2.6
26,26.0,-10.5,-4.1
27,27.0,-10.5,-1.2
28,28.0,-10.5,-6.6
29,29.0,-10.5,-10.0
30,30.0,-10.5,-2.7
31,31.0,-10.5,-3.7
32,32.0,-10.5,-1.1
33,33.0,-10.5,-4.1
34,34.0,-10.5,-8.6
35,35.0,-10.5,-4.8
36,36.0,-10.5,-4.5
37,37.0,-10.5,-0.5
38,38.0,-10.5,-7.3
39,39.0,-10.5,-3.1
40,40.0,-10.5,-5.5
41,41.0,-10.5,-4.1
42,42.0,-10.5,-2.9
43,43.0,-10.5,-6.9
44,44.0,-10.5,-5.1
45,45.0,-10.5,-3.8
46,46.0,-10.5,-1.4
47,47.0,-10.5,-2.2
48,48.0,-10.5,-5.2
49,49.0,-10.5,-4.9
50,50.0,-10.5,-10.5
51,51.0,-10.5,-3.2
52,52.0,-10.5,-6.3
53,53.0,-10.5,-3.5
54,54.0,-10.5,-5.2
55,55.0,-10.5,-4.2
56,56.0,-10.5,0.0
57,57.0,-10.5,-1.2
58,58.0,-10.5,-6.7
59,59.0,-10.5,-9.7
60,60.0,-10.5,-5.6
61,61.0,-10.5,-3.9
62,62.0,-10.5,-7.8
63,63.0,-10.5,-2.6
64,64.0,-18.3,-18.3
65,65.0,-18.3,-5.9
66,66.0,-18.3,-15.8
67,67.0,-18.3,-1.4
68,68.0,-18.3,-17.0
69,69.0,-18.3,-12.5
70,70.0,-18.3,-8.4
71,71.0,-18.3,-10.0
72,72.0,-18.3,-0.6
73,73.0,-18.3,-12.3
74,74.0,-18.3,-7.4
75,75.0,-18.3,-3.8
76,76.0,-18.3,-12.2
77,77.0,-18.3,-9.6
78,78.0,-18.3,-2.0
79,79.0,-18.3,-3.1
80,80.0,-18.3,-5.0
81,81.0,-18.3,-17.7
82,82.0,-18.3,-15.3
83,83.0,-18.3,-5.3
84,84.0,-18.3,-0.7
85,85.0,-18.3,-5.9
86,86.0,-18.3,-5.8
87,87.0,-18.3,-17.7
88,88.0,-18.3,-16.1
89,89.0,-18.3,-6.9
90,90.0,-18.3,-10.1
91,91.0,-18.3,-2.5
92,92.0,-18.3,-3.0
93,93.0,-18.3,-7.9
94,94.0,-18.3,-0.5
95,95.0,-21.3,-21.3
96,96.0,-21.3,-5.8
97,97.0,-21.3,-2.7
98,98.0,-21.3,-5.9
99,99.0,-21.3,-8.2
100,100.0,-21.3,-8.6
101,101.0,-21.3,-7.4
102,102.0,-21.3,-6.7
103,103.0,-21.3,-3.9
104,104.0,-21.3,-9.7
105,105.0,-21.3,-7.7
106,106.0,-21.3,-14.3
107,107.0,-21.3,-12.4
108,108.0,-21.3,-5.5
109,109.0,-21.3,-0.2
110,110.0,-21.3,-6.3
111,111.0,-21.3,-2.7
112,112.0,-21.3,-4.5
113,113.0,-21.3,-3.7
114,114.0,-21.3,-10.4
115,115.0,-21.3,-5.6
116,116.0,-21.3,-2.1
117,117.0,-21.3,-1.6
118,118.0,-21.3,-3.0
119,119.0,-21.3,-18.5
120,120.0,-21.3,-2.3
121,121.0,-21.3,-6.2
122,122.0,-21.3,-4.6
123,123.0,-21.3,-2.1
124,124.0,-21.3,-5.9
125,125.0,-21.3,-1.9
126,126.0,-21.3,-11.3
127,127.0,-21.3,-1.6
128,128.0,-21.3,-9.9
129,129.0,-21.3,-2.9
130,130.0,-21.3,-5.1
131,131.0,-21.3,-4.0
132,132.0,-21.3,-19.7
133,133.0,-21.3,-8.2
134,134.0,-21.3,-15.6
135,135.0,-21.3,-1.4
136,136.0,-21.3,-0.7
137,137.0,-21.3,-11.6
138,138.0,-21.3,-1.5
139,139.0,-21.3,-5.2
140,140.0,-21.3,-4.0
141,141.0,-21.3,-8.3
142,142.0,-21.3,-2.1
143,143.0,-21.3,-20.0
144,144.0,-21.3,-5.5
145,145.0,-21.3,-3.6
146,146.0,-21.3,-2.4
147,147.0,-21.3,-19.8
148,148.0,-21.3,-3.8
149,149.0,-21.3,-2.3
150,150.0,-21.3,-2.0
151,151.0,-21.7,-21.7
152,152.0,-21.7,-12.9
153,153.0,-21.7,-7.5
154,154.0,-21.7,-5.2
155,155.0,-21.7,-0.1
156,156.0,-21.7,-3.8
157,157.0,-21.7,-8.0
158,158.0,-21.7,-4.3
159,159.0,-21.7,-3.6
160,160.0,-21.7,-3.6
161,161.0,-21.7,-7.8
162,162.0,-21.7,-7.0
163,163.0,-21.7,-6.3
164,164.0,-21.7,-2.4
165,165.0,-21.7,-14.1
166,166.0,-21.7,-7.4
167,167.0,-21.7,-4.9
168,168.0,-21.7,-21.3
169,169.0,-21.7,-10.6
170,170.0,-21.7,-1.3
171,171.0,-21.7,-8.5
