,Iter,best_vals,current_vals
172,172.0,-21.7,-3.4
173,173.0,-21.7,-7.8
174,174.0,-21.7,-4.6
175,175.0,-21.7,-6.2
176,176.0,-21.7,-1.7
177,177.0,-21.7,-2.6
178,178.0,-21.7,-6.4
179,179.0,-21.7,-19.6
180,180.0,-21.7,0.0
181,181.0,-21.7,-7.2
182,182.0,-21.7,-13.8
183,183.0,-21.7,-6.6
184,184.0,-21.7,-10.6
185,185.0,-21.7,-2.5
186,186.0,-21.7,-17.0
187,187.0,-21.7,-3.8
188,188.0,-21.7,-6.5
189,189.0,-21.7,-18.7
190,190.0,-21.7,-2.8
191,191.0,-21.7,-6.1
192,192.0,-21.7,-0.9
193,193.0,-21.7,-1.8
194,194.0,-21.7,-7.5
195,195.0,-21.7,-15.9
196,196.0,-21.7,-4.7
197,197.0,-21.7,-8.4
198,198.0,-21.7,-13.3
199,199.0,-21.7,0.0
200,200.0,-21.7,-5.2
201,201.0,-21.7,-7.8
202,202.0,-21.7,-10.6
203,203.0,-21.7,-4.7
204,204.0,-21.7,-5.0
205,205.0,-21.7,-5.5
206,206.0,-21.7,-19.6
207,207.0,-21.7,-0.8
208,208.0,-21.7,-9.9
209,209.0,-21.7,-3.6
210,210.0,-21.7,-19.2
211,211.0,-21.7,-5.7
212,212.0,-21.7,-3.4
213,213.0,-21.7,-5.9
214,214.0,-21.7,-2.5
215,215.0,-21.7,-5.1
216,216.0,-21.7,-5.1
217,217.0,-21.7,-6.2
218,218.0,-21.7,-2.2
219,219.0,-21.7,-5.5
220,220.0,-21.7,-6.3
221,221.0,-21.7,-4.4
222,222.0,-21.7,-5.2
223,223.0,-21.7,0.0
224,224.0,-21.7,-4.1
225,225.0,-21.7,-0.2
226,226.0,-21.7,-3.7
227,227.0,-21.7,-3.7
228,228.0,-21.7,-5.8
229,229.0,-21.7,-4.8
230,230.0,-21.7,-0.6
231,231.0,-21.7,-5.2
232,232.0,-21.7,-3.0
233,233.0,-21.7,-1.0
234,234.0,-21.7,-1.8
235,235.0,-21.7,-10.1
236,236.0,-21.7,-6.2
237,237.0,-21.7,-7.1
238,238.0,-21.7,-0.1
239,239.0,-21.7,-2.5
240,240.0,-21.7,-2.5
241,241.0,-21.7,-6.2
242,242.0,-21.7,-11.6
243,243.0,-21.7,-6.2
244,244.0,-21.7,-5.2
245,245.0,-21.7,-5.0
246,246.0,-21.7,-12.2
247,247.0,-21.7,-9.2
248,248.0,-21.7,-3.9
249,249.0,-21.7,0.0
250,250.0,-21.7,-3.4
251,251.0,-21.7,-6.8
252,252.0,-21.7,-5.0
253,253.0,-21.7,-5.4
254,254.0,-21.7,-13.7
255,255.0,-21.7,-4.4
256,256.0,-21.7,-4.3
257,257.0,-21.7,-3.8
258,258.0,-21.7,-11.5
259,259.0,-21.7,-1.3
260,260.0,-21.7,-2.2
261,261.0,-21.7,-4.1
262,262.0,-21.7,-6.1
263,263.0,-21.7,-2.6
264,264.0,-21.7,-19.4
265,265.0,-21.7,-1.6
266,266.0,-21.7,-0.5
267,267.0,-21.7,-6.6
268,268.0,-21.7,-6.2
269,269.0,-21.7,-7.8
270,270.0,-21.7,-6.8
271,271.0,-21.7,-5.1
272,272.0,-21.7,0.0
273,273.0,-21.7,-3.7
274,274.0,-21.7,-2.3
275,275.0,-21.7,-3.0
276,276.0,-21.7,-1.7
277,277.0,-21.7,-6.9
278,278.0,-21.7,-3.3
279,279.0,-21.7,-3.9
280,280.0,-21.7,-6.7
281,281.0,-21.7,0.0
282,282.0,-21.7,-0.7
283,283.0,-21.7,-1.9
284,284.0,-21.7,-9.9
285,285.0,-21.7,-9.5
286,286.0,-21.7,-3.8
287,287.0,-21.7,-1.6
288,288.0,-21.7,-4.8
289,289.0,-21.7,-9.6
290,290.0,-21.7,-10.4
291,291.0,-21.7,-11.3
292,292.0,-21.7,-7.8
293,293.0,-21.7,-6.6
294,294.0,-21.7,-7.2
295,295.0,-21.7,-4.3
296,296.0,-21.7,-8.3
297,297.0,-21.7,0.0
298,298.0,-21.7,-2.1
299,299.0,-21.7,0.0
300,300.0,-21.7,-5.1
