,Iter,best_vals,current_vals
0,0.0,-8.6,-5.1
1,1.0,-8.6,-6.4
2,2.0,-8.6,-7.5
3,3.0,-8.6,-1.9
4,4.0,-8.6,-2.1
5,5.0,-8.6,-2.8
6,6.0,-8.6,-4.7
7,7.0,-8.6,-0.2
8,8.0,-8.6,-5.8
9,9.0,-8.6,-4.8
10,10.0,-9.5,-9.5
11,11.0,-9.5,-0.8
12,12.0,-9.5,-4.5
13,13.0,-9.5,-0.6
14,14.0,-9.5,-3.4
15,15.0,-9.5,-8.4
16,16.0,-9.5,-3.6
17,17.0,-9.5,-2.7
18,18.0,-9.5,-0.9
19,19.0,-9.5,0.0
20,20.0,-9.5,-4.8
21,21.0,-9.8,-9.8
22,22.0,-9.8,-2.0
23,23.0,-9.8,-3.9
24,24.0,-9.8,-4.0
25,25.0,-9.8,0.0
26,26.0,-9.8,-1.9
27,27.0,-9.8,-2.0
28,28.0,-9.8,-1.7
29,29.0,-9.8,0.0
30,30.0,-9.8,-2.6
31,31.0,-9.8,-4.2
32,32.0,-9.8,-3.4
33,33.0,-9.8,-7.6
34,34.0,-9.8,-4.2
35,35.0,-9.8,-3.4
36,36.0,-9.8,-5.9
37,37.0,-9.8,-5.0
38,38.0,-10.7,-10.7
39,39.0,-10.7,-4.3
40,40.0,-10.7,-6.5
41,41.0,-10.7,-2.0
42,42.0,-10.7,-1.7
43,43.0,-10.7,-2.7
44,44.0,-10.7,-3.3
45,45.0,-10.7,-3.4
46,46.0,-11.8,-11.8
47,47.0,-11.8,-4.7
48,48.0,-11.8,-4.2
49,49.0,-11.8,-6.0
50,50.0,-12.4,-12.4
51,51.0,-12.4,-2.8
52,52.0,-12.4,-5.9
53,53.0,-12.4,-0.1
54,54.0,-12.4,-2.9
55,55.0,-12.4,-11.2
56,56.0,-12.4,-6.7
57,57.0,-12.4,-0.5
58,58.0,-12.4,-6.6
59,59.0,-12.4,-4.9
60,60.0,-14.4,-14.4
61,61.0,-14.4,-2.4
62,62.0,-14.4,-0.2
63,63.0,-14.4,-6.0
64,64.0,-18.2,-18.2
65,65.0,-18.2,-8.9
66,66.0,-18.2,-5.9
67,67.0,-18.2,-3.5
68,68.0,-18.2,-8.2
69,69.0,-18.2,-8.6
70,70.0,-18.2,-7.9
71,71.0,-19.5,-19.5
72,72.0,-19.5,-2.8
73,73.0,-19.5,-13.9
74,74.0,-19.5,-12.0
75,75.0,-19.5,-6.9
76,76.0,-19.5,-6.3
77,77.0,-19.5,-19.5
78,78.0,-19.5,-6.2
79,79.0,-19.5,-4.1
80,80.0,-19.5,-16.8
81,81.0,-19.5,-10.5
82,82.0,-19.5,-1.8
83,83.0,-19.5,-7.3
84,84.0,-21.9,-21.9
85,85.0,-21.9,0.0
86,86.0,-21.9,-4.6
87,87.0,-21.9,-3.9
88,88.0,-21.9,-2.6
89,89.0,-21.9,-7.4
90,90.0,-21.9,-1.4
91,91.0,-21.9,-8.2
92,92.0,-21.9,-6.9
93,93.0,-21.9,-5.6
94,94.0,-21.9,-5.3
95,95.0,-21.9,-7.9
96,96.0,-21.9,-8.2
97,97.0,-21.9,-3.7
98,98.0,-21.9,-5.2
99,99.0,-21.9,-11.1
100,100.0,-21.9,-7.7
101,101.0,-21.9,-1.8
102,102.0,-21.9,-5.0
103,103.0,-21.9,-4.4
104,104.0,-21.9,0.0
105,105.0,-21.9,-1.6
106,106.0,-21.9,-7.6
107,107.0,-21.9,-6.5
108,108.0,-21.9,-1.1
109,109.0,-21.9,-6.9
110,110.0,-21.9,-3.0
111,111.0,-21.9,-2.5
112,112.0,-21.9,-6.4
113,113.0,-21.9,-13.7
114,114.0,-21.9,-2.5
115,115.0,-21.9,-7.1
116,116.0,-21.9,-3.1
117,117.0,-21.9,-2.1
118,118.0,-21.9,-5.8
119,119.0,-21.9,-4.4
120,120.0,-21.9,-2.3
121,121.0,-21.9,-3.8
122,122.0,-21.9,-1.5
123,123.0,-21.9,-1.3
124,124.0,-21.9,-4.6
125,125.0,-21.9,-6.1
126,126.0,-21.9,-1.8
127,127.0,-21.9,-2.9
128,128.0,-21.9,-6.0
129,129.0,-21.9,-1.1
130,130.0,-21.9,-7.6
131,131.0,-21.9,-5.7
132,132.0,-21.9,-10.6
133,133.0,-21.9,-7.4
134,134.0,-21.9,-4.8
135,135.0,-21.9,-9.2
136,136.0,-21.9,-0.5
137,137.0,-21.9,-4.5
138,138.0,-21.9,-1.6
139,139.0,-21.9,-4.3
140,140.0,-21.9,-2.6
141,141.0,-21.9,-6.6
142,142.0,-21.9,-8.0
143,143.0,-21.9,-2.9
144,144.0,-21.9,-5.4
145,145.0,-21.9,-4.1
146,146.0,-21.9,-5.3
147,147.0,-21.9,-3.5
148,148.0,-21.9,0.0
149,149.0,-21.9,-8.1
150,150.0,-21.9,-3.3
151,151.0,-21.9,-4.0
152,152.0,-21.9,-1.1
153,153.0,-21.9,-3.9
154,154.0,-21.9,-2.9
155,155.0,-21.9,-4.0
156,156.0,-21.9,-6.5
157,157.0,-21.9,-7.6
158,158.0,-21.9,-6.9
159,159.0,-21.9,-4.7
160,160.0,-21.9,-3.7
161,161.0,-21.9,-6.9
162,162.0,-21.9,-4.9
163,163.0,-21.9,-10.8
164,164.0,-21.9,-3.2
165,165.0,-21.9,-7.5
166,166.0,-21.9,-16.5
167,167.0,-21.9,-5.5
168,168.0,-21.9,-3.5
169,169.0,-21.9,-0.6
170,170.0,-21.9,-2.5
171,171.0,-21.9,0.0
172,172.0,-21.9,-6.0
173,173.0,-21.9,0.0
174,174.0,-21.9,-4.1
175,175.0,-21.9,0.0
176,176.0,-21.9,-7.4
177,177.0,-21.9,0.0
178,178.0,-21.9,-3.7
179,179.0,-21.9,0.0
180,180.0,-21.9,-7.5
181,181.0,-21.9,-0.7
182,182.0,-21.9,-0.3
183,183.0,-21.9,-3.8
184,184.0,-21.9,-2.8
185,185.0,-21.9,-11.6
186,186.0,-21.9,-4.6
187,187.0,-21.9,-5.7
188,188.0,-21.9,-1.9
189,189.0,-21.9,-7.8
190,190.0,-21.9,-13.2
191,191.0,-21.9,-3.5
192,192.0,-21.9,-0.5
193,193.0,-21.9,-1.5
194,194.0,-21.9,-2.9
195,195.0,-21.9,0.0
196,196.0,-21.9,-4.7
197,197.0,-21.9,-4.8
198,198.0,-21.9,-7.5
199,199.0,-21.9,-16.6
200,200.0,-21.9,-6.7
201,201.0,-21.9,-3.5
202,202.0,-21.9,-1.5
203,203.0,-21.9,-5.4
204,204.0,-21.9,-6.9
205,205.0,-21.9,-2.6
206,206.0,-21.9,0.0
207,207.0,-21.9,-3.2
208,208.0,-21.9,-11.9
209,209.0,-21.9,-1.0
210,210.0,-21.9,-2.3
211,211.0,-21.9,-11.9
212,212.0,-21.9,-1.0
213,213.0,-21.9,-13.1
214,214.0,-21.9,-5.1
215,215.0,-21.9,-5.9
216,216.0,-21.9,-6.6
217,217.0,-21.9,-1.9
218,218.0,-21.9,-7.5
219,219.0,-21.9,-5.7
220,220.0,-21.9,-7.5
221,221.0,-21.9,-2.9
222,222.0,-21.9,-3.2
223,223.0,-21.9,-5.3
224,224.0,-21.9,-0.7
225,225.0,-21.9,-4.1
226,226.0,-21.9,-2.3
227,227.0,-21.9,-5.4
228,228.0,-21.9,-3.2
229,229.0,-21.9,0.0
230,230.0,-21.9,-2.2
231,231.0,-21.9,-4.6
232,232.0,-21.9,-2.4
233,233.0,-21.9,-4.4
234,234.0,-21.9,-5.2
235,235.0,-21.9,-4.8
236,236.0,-21.9,-16.2
237,237.0,-21.9,-3.8
238,238.0,-21.9,-0.2
239,239.0,-21.9,-5.1
240,240.0,-21.9,-4.6
241,241.0,-21.9,-3.2
242,242.0,-21.9,-0.9
243,243.0,-21.9,0.0
244,244.0,-21.9,-7.2
245,245.0,-21.9,-1.4
246,246.0,-21.9,-1.9
247,247.0,-21.9,-2.0
248,248.0,-21.9,-3.9
249,249.0,-21.9,-4.3
250,250.0,-21.9,-2.6
251,251.0,-21.9,-7.0
252,252.0,-21.9,-1.4
253,253.0,-21.9,-4.5
254,254.0,-21.9,-7.6
255,255.0,-21.9,-5.5
256,256.0,-21.9,-2.7
257,257.0,-21.9,-6.9
258,258.0,-21.9,-1.0
259,259.0,-21.9,-8.3
260,260.0,-21.9,-0.9
261,261.0,-21.9,-2.8
262,262.0,-21.9,0.0
263,263.0,-21.9,-3.3
264,264.0,-21.9,-3.9
265,265.0,-21.9,0.0
266,266.0,-21.9,-2.0
267,267.0,-21.9,-5.4
268,268.0,-21.9,-2.6
269,269.0,-21.9,-0.1
270,270.0,-21.9,-9.6
271,271.0,-21.9,-3.3
272,272.0,-21.9,-5.0
273,273.0,-21.9,-18.2
274,274.0,-21.9,-5.1
275,275.0,-21.9,-3.2
276,276.0,-21.9,-3.5
277,277.0,-21.9,-0.3
278,278.0,-21.9,-1.0
279,279.0,-21.9,-6.7
280,280.0,-21.9,-2.8
281,281.0,-21.9,-3.7
282,282.0,-21.9,-11.2
283,283.0,-21.9,-0.3
284,284.0,-21.9,-2.3
285,285.0,-21.9,-10.2
286,286.0,-21.9,-3.7
287,287.0,-21.9,-4.8
288,288.0,-21.9,-3.2
289,289.0,-21.9,-5.7
290,290.0,-21.9,-1.8
291,291.0,-21.9,-5.3
292,292.0,-21.9,0.0
293,293.0,-21.9,-5.4
294,294.0,-21.9,-5.8
295,295.0,-21.9,-1.5
296,296.0,-21.9,-2.6
297,297.0,-21.9,-3.0
298,298.0,-21.9,-3.1
299,299.0,-21.9,-4.6
300,300.0,-21.9,-9.5
