,Iter,best_vals,current_vals
70,70.0,-12.2,-6.4
71,71.0,-12.2,-0.1
72,72.0,-14.2,-14.2
73,73.0,-14.2,-7.5
74,74.0,-14.2,-1.0
75,75.0,-14.2,-6.8
76,76.0,-14.2,-13.3
77,77.0,-14.2,-8.8
78,78.0,-14.2,-7.3
79,79.0,-14.2,0.0
80,80.0,-14.2,-9.9
81,81.0,-14.4,-14.4
82,82.0,-14.4,-6.7
83,83.0,-14.4,-11.2
84,84.0,-14.4,-7.5
85,85.0,-14.4,-0.7
86,86.0,-14.4,-12.1
87,87.0,-14.4,-9.5
88,88.0,-14.4,-8.5
89,89.0,-14.4,-3.3
90,90.0,-15.1,-15.1
91,91.0,-15.1,-12.3
92,92.0,-15.1,-8.3
93,93.0,-15.1,-4.8
94,94.0,-15.3,-15.3
95,95.0,-15.3,-8.3
96,96.0,-15.3,-5.6
97,97.0,-15.3,-9.3
98,98.0,-15.7,-15.7
99,99.0,-15.7,-6.3
100,100.0,-15.7,-3.3
101,101.0,-15.7,-12.9
102,102.0,-15.7,-3.6
103,103.0,-15.7,-0.1
104,104.0,-15.7,-8.5
105,105.0,-15.7,-6.6
106,106.0,-15.7,-7.4
107,107.0,-15.7,-2.4
108,108.0,-15.7,-6.0
109,109.0,-15.7,-12.8
110,110.0,-15.7,-11.9
111,111.0,-15.7,-3.1
112,112.0,-15.7,-13.2
113,113.0,-15.7,-8.4
114,114.0,-15.7,-7.9
115,115.0,-15.7,-4.8
116,116.0,-15.7,-7.4
117,117.0,-15.7,-14.6
118,118.0,-15.7,-11.7
119,119.0,-15.7,-13.9
120,120.0,-15.7,-5.5
121,121.0,-15.7,-13.1
122,122.0,-15.7,-10.2
123,123.0,-15.7,-10.9
124,124.0,-15.7,-4.7
125,125.0,-15.7,-10.4
126,126.0,-15.7,-13.5
127,127.0,-15.7,-7.8
128,128.0,-15.7,-9.3
129,129.0,-15.7,-4.7
130,130.0,-15.7,-5.4
131,131.0,-15.7,-6.6
132,132.0,-15.7,-5.9
133,133.0,-15.7,-7.0
134,134.0,-15.7,-9.4
135,135.0,-15.7,-1.5
136,136.0,-15.7,-0.6
137,137.0,-16.6,-16.6
138,138.0,-16.6,-0.6
139,139.0,-16.6,-11.3
140,140.0,-16.6,-12.6
141,141.0,-16.6,-6.9
142,142.0,-16.6,-12.2
143,143.0,-16.6,-13.9
144,144.0,-16.6,-6.3
145,145.0,-16.6,-6.3
146,146.0,-16.6,-0.2
147,147.0,-16.6,-8.2
148,148.0,-16.6,-4.7
149,149.0,-16.6,-2.4
150,150.0,-16.6,-3.8
151,151.0,-16.6,-7.6
152,152.0,-16.6,-5.2
153,153.0,-16.6,-6.7
154,154.0,-16.6,-4.7
155,155.0,-16.6,-10.0
156,156.0,-16.6,-10.7
157,157.0,-16.6,-15.8
158,158.0,-16.6,-7.8
159,159.0,-16.6,-7.3
160,160.0,-16.6,-9.9
161,161.0,-16.6,-5.9
162,162.0,-16.6,-5.6
163,163.0,-16.6,-4.2
164,164.0,-16.6,-5.4
165,165.0,-16.6,-8.8
166,166.0,-16.6,-0.4
167,167.0,-16.6,-13.3
168,168.0,-16.6,-13.0
169,169.0,-16.6,-12.8
170,170.0,-16.6,-4.5
171,171.0,-16.6,-11.5
172,172.0,-16.6,-5.7
173,173.0,-16.6,-6.8
174,174.0,-16.6,-6.3
175,175.0,-18.8,-18.8
176,176.0,-18.8,-8.5
177,177.0,-18.8,-14.2
178,178.0,-18.8,-2.0
179,179.0,-18.8,-0.8
180,180.0,-18.8,-6.1
181,181.0,-18.8,-7.3
182,182.0,-18.8,-10.3
183,183.0,-18.8,-4.5
184,184.0,-18.8,-4.8
185,185.0,-18.8,-3.0
186,186.0,-18.8,-5.1
187,187.0,-18.8,-5.5
188,188.0,-18.8,-5.9
189,189.0,-18.8,-11.4
190,190.0,-18.8,-7.9
191,191.0,-18.8,-6.5
192,192.0,-18.8,-5.6
193,193.0,-18.8,-4.1
194,194.0,-18.8,-8.5
195,195.0,-18.8,-5.4
196,196.0,-18.8,-1.7
197,197.0,-18.8,-4.2
198,198.0,-18.8,-5.4
199,199.0,-18.8,-6.8
200,200.0,-18.8,-4.3
201,201.0,-18.8,-6.1
202,202.0,-18.8,-4.5
203,203.0,-18.8,-1.3
204,204.0,-18.8,-5.1
205,205.0,-18.8,-18.7
206,206.0,-18.8,-7.7
207,207.0,-18.8,-9.9
208,208.0,-18.8,-9.6
209,209.0,-18.8,-8.8
210,210.0,-18.8,-18.4
211,211.0,-18.8,-4.7
212,212.0,-18.8,-2.8
213,213.0,-18.8,-7.2
214,214.0,-18.8,-12.7
215,215.0,-18.8,-3.4
216,216.0,-18.8,-6.8
217,217.0,-18.8,-2.7
218,218.0,-18.8,-9.8
219,219.0,-18.8,-5.0
220,220.0,-18.8,-3.7
221,221.0,-18.8,-9.8
222,222.0,-18.8,-3.1
223,223.0,-18.8,-8.3
224,224.0,-18.8,-0.6
225,225.0,-18.8,-1.9
226,226.0,-18.8,-10.4
227,227.0,-18.8,-6.4
228,228.0,-18.8,-3.4
229,229.0,-18.8,-2.2
230,230.0,-19.0,-19.0
231,231.0,-19.0,-3.3
232,232.0,-19.0,-5.8
233,233.0,-19.0,-9.8
234,234.0,-19.0,-4.6
235,235.0,-19.0,-13.3
236,236.0,-19.0,-3.4
237,237.0,-19.0,-10.3
238,238.0,-19.0,-3.5
239,239.0,-19.0,-2.0
240,240.0,-19.0,-0.4
241,241.0,-19.0,-9.7
242,242.0,-19.0,-7.3
243,243.0,-19.0,-10.6
244,244.0,-19.0,-8.5
245,245.0,-19.0,-6.5
246,246.0,-19.0,-9.3
247,247.0,-19.0,-5.3
248,248.0,-19.0,-9.2
249,249.0,-19.0,-12.2
250,250.0,-19.0,-11.2
251,251.0,-19.0,-12.2
252,252.0,-19.2,-19.2
253,253.0,-19.2,-6.6
254,254.0,-19.2,-4.0
255,255.0,-19.2,-10.3
256,256.0,-19.2,-7.4
257,257.0,-19.2,-14.4
258,258.0,-19.2,-10.1
259,259.0,-19.2,-7.7
260,260.0,-19.2,-6.2
261,261.0,-19.2,-0.8
262,262.0,-19.2,-10.2
263,263.0,-19.2,-5.4
264,264.0,-19.2,-7.0
265,265.0,-19.2,-6.4
266,266.0,-19.2,-5.2
267,267.0,-19.2,-5.5
268,268.0,-19.2,-8.1
269,269.0,-19.2,-9.2
270,270.0,-19.2,-11.8
271,271.0,-19.2,-4.8
272,272.0,-19.2,-2.2
273,273.0,-19.2,-10.3
274,274.0,-19.2,-12.6
275,275.0,-19.2,-3.7
276,276.0,-19.2,-14.2
277,277.0,-19.2,-19.0
278,278.0,-19.2,-5.6
279,279.0,-19.2,-17.5
280,280.0,-19.2,-5.9
281,281.0,-19.2,-13.7
282,282.0,-19.2,-5.8
283,283.0,-19.2,-15.2
284,284.0,-19.2,-7.1
285,285.0,-19.2,0.0
286,286.0,-19.2,-7.1
287,287.0,-19.2,-6.7
288,288.0,-19.2,-8.3
289,289.0,-19.2,-12.3
290,290.0,-19.2,-0.6
291,291.0,-19.2,-3.6
292,292.0,-19.2,-6.2
293,293.0,-19.2,-1.1
294,294.0,-19.2,-4.4
295,295.0,-19.2,0.0
296,296.0,-19.2,-2.6
297,297.0,-19.2,-10.7
298,298.0,-19.2,-2.5
299,299.0,-19.2,-4.7
300,300.0,-19.2,-8.1
