,Iter,best_vals,current_vals
77,77.0,-19.2,-10.1
78,78.0,-19.2,-2.3
79,79.0,-19.2,-4.4
80,80.0,-19.2,-3.3
81,81.0,-19.2,-0.6
82,82.0,-19.2,-13.7
83,83.0,-19.2,-10.3
84,84.0,-19.2,-0.9
85,85.0,-19.2,-3.9
86,86.0,-19.2,-5.5
87,87.0,-19.2,-5.2
88,88.0,-19.2,-2.2
89,89.0,-19.2,-14.2
90,90.0,-19.2,-7.9
91,91.0,-19.2,-2.1
92,92.0,-19.2,-8.6
93,93.0,-19.2,-17.0
94,94.0,-19.2,-11.4
95,95.0,-25.2,-25.2
96,96.0,-25.2,-7.3
97,97.0,-25.2,-1.5
98,98.0,-25.2,-5.6
99,99.0,-25.2,-4.7
100,100.0,-25.2,-4.0
101,101.0,-25.2,-3.9
102,102.0,-25.2,-4.6
103,103.0,-25.2,-4.3
104,104.0,-25.2,-4.7
105,105.0,-25.2,-21.4
106,106.0,-25.2,-5.2
107,107.0,-25.2,-9.5
108,108.0,-25.2,0.0
109,109.0,-25.2,-2.2
110,110.0,-25.2,-5.0
111,111.0,-25.2,-4.6
112,112.0,-25.2,-5.8
113,113.0,-25.2,0.0
114,114.0,-25.2,-5.1
115,115.0,-25.2,-4.6
116,116.0,-25.2,-8.8
117,117.0,-25.2,-1.1
118,118.0,-25.2,-5.4
119,119.0,-25.2,-2.9
120,120.0,-25.2,-3.1
121,121.0,-25.2,-1.8
122,122.0,-25.2,-4.6
123,123.0,-25.2,-11.3
124,124.0,-25.2,-3.2
125,125.0,-25.2,-8.3
126,126.0,-25.2,-13.0
127,127.0,-25.2,-9.3
128,128.0,-25.2,-2.9
129,129.0,-25.2,-4.5
130,130.0,-25.2,-3.6
131,131.0,-25.2,-5.9
132,132.0,-25.2,-4.9
133,133.0,-25.2,-3.1
134,134.0,-25.2,-4.1
135,135.0,-25.2,-6.8
136,136.0,-25.2,-2.5
137,137.0,-25.2,-3.0
138,138.0,-25.2,-1.1
139,139.0,-25.2,-0.6
140,140.0,-25.2,-4.0
141,141.0,-25.2,-3.8
142,142.0,-25.2,-4.0
143,143.0,-25.2,-4.8
144,144.0,-25.2,0.0
145,145.0,-25.2,-1.6
146,146.0,-25.2,-10.4
147,147.0,-25.2,-9.5
148,148.0,-25.2,-5.8
149,149.0,-25.2,-3.5
150,150.0,-25.2,-1.7
151,151.0,-25.2,-6.0
152,152.0,-25.2,-4.3
153,153.0,-25.2,-9.1
154,154.0,-25.2,-0.5
155,155.0,-25.2,-7.4
156,156.0,-25.2,-0.6
157,157.0,-25.2,-4.1
158,158.0,-25.2,-9.1
159,159.0,-25.2,-4.1
160,160.0,-25.2,-2.6
161,161.0,-25.2,-4.9
162,162.0,-25.2,-4.7
163,163.0,-25.2,-4.6
164,164.0,-25.2,-0.9
165,165.0,-25.2,-3.7
166,166.0,-25.2,-2.4
167,167.0,-25.2,-2.8
168,168.0,-25.2,-0.7
169,169.0,-25.2,-1.9
170,170.0,-25.2,-3.1
171,171.0,-25.2,-1.3
172,172.0,-25.2,-2.4
173,173.0,-25.2,-5.9
174,174.0,-25.2,-7.8
175,175.0,-25.2,-6.0
176,176.0,-25.2,-1.8
177,177.0,-25.2,-2.6
178,178.0,-25.2,-0.3
179,179.0,-25.2,-3.9
180,180.0,-25.2,-0.6
181,181.0,-25.2,-3.1
182,182.0,-25.2,-2.0
183,183.0,-25.2,-1.0
184,184.0,-25.2,-3.6
185,185.0,-25.2,-1.7
186,186.0,-25.2,-7.7
187,187.0,-25.2,-1.4
188,188.0,-25.2,-5.1
189,189.0,-25.2,-2.5
190,190.0,-25.2,-3.4
191,191.0,-25.2,-3.7
192,192.0,-25.2,-6.5
193,193.0,-25.2,-1.5
194,194.0,-25.2,-0.1
195,195.0,-25.2,0.0
196,196.0,-25.2,-2.8
197,197.0,-25.2,-3.5
198,198.0,-25.2,-1.1
199,199.0,-25.2,-4.8
200,200.0,-25.2,-7.9
201,201.0,-25.2,-6.0
202,202.0,-25.2,-0.1
203,203.0,-25.2,0.0
204,204.0,-25.2,-4.9
205,205.0,-25.2,-5.5
206,206.0,-25.2,-2.7
207,207.0,-25.2,-15.3
208,208.0,-25.2,-6.7
209,209.0,-25.2,-1.2
210,210.0,-25.2,-3.8
211,211.0,-25.2,-0.3
212,212.0,-25.2,-3.4
213,213.0,-25.2,-2.5
214,214.0,-25.2,-2.2
215,215.0,-25.2,-3.3
216,216.0,-25.2,0.0
217,217.0,-25.2,-1.5
218,218.0,-25.2,-9.7
219,219.0,-25.2,-2.9
220,220.0,-25.2,-2.7
221,221.0,-25.2,-3.0
222,222.0,-25.2,-6.0
223,223.0,-25.2,-2.4
224,224.0,-25.2,-1.2
225,225.0,-25.2,-3.9
226,226.0,-25.2,-3.2
227,227.0,-25.2,-4.4
228,228.0,-25.2,-4.5
229,229.0,-25.2,-1.7
230,230.0,-25.2,-4.2
231,231.0,-25.2,-3.1
232,232.0,-25.2,-1.7
233,233.0,-25.2,-1.5
234,234.0,-25.2,-6.9
235,235.0,-25.2,-5.5
236,236.0,-25.2,-1.2
237,237.0,-25.2,-6.0
238,238.0,-25.2,-9.6
239,239.0,-25.2,-1.2
240,240.0,-25.2,-5.6
241,241.0,-25.2,-10.0
242,242.0,-25.2,-5.2
243,243.0,-25.2,-1.6
244,244.0,-25.2,-3.8
245,245.0,-25.2,-1.7
246,246.0,-25.2,-1.4
247,247.0,-25.2,-7.4
248,248.0,-25.2,-0.3
249,249.0,-25.2,-6.4
250,250.0,-25.2,-6.3
251,251.0,-25.2,-5.4
252,252.0,-25.2,-0.6
253,253.0,-25.2,-5.1
254,254.0,-25.2,-0.5
255,255.0,-25.2,-2.9
256,256.0,-25.2,-4.4
257,257.0,-25.2,-1.4
258,258.0,-25.2,-1.5
259,259.0,-25.2,0.0
260,260.0,-25.2,-4.0
261,261.0,-25.2,-4.4
262,262.0,-25.2,-6.0
263,263.0,-25.2,-5.9
264,264.0,-25.2,-2.7
265,265.0,-25.2,0.0
266,266.0,-25.2,-1.7
267,267.0,-25.2,-4.2
268,268.0,-25.2,-1.3
269,269.0,-25.2,-5.8
270,270.0,-25.2,0.0
271,271.0,-25.2,-2.1
272,272.0,-25.2,-0.9
273,273.0,-25.2,-3.2
274,274.0,-25.2,-1.4
275,275.0,-25.2,-0.3
276,276.0,-25.2,-8.5
277,277.0,-25.2,-3.4
278,278.0,-25.2,-4.3
279,279.0,-25.2,-0.6
280,280.0,-25.2,-2.8
281,281.0,-25.2,-1.2
282,282.0,-25.2,-8.8
283,283.0,-25.2,-5.9
284,284.0,-25.2,-2.9
285,285.0,-25.2,-0.6
286,286.0,-25.2,-7.6
287,287.0,-25.2,-6.5
288,288.0,-25.2,-0.8
289,289.0,-25.2,-2.2
290,290.0,-25.2,-4.5
291,291.0,-25.2,-0.7
292,292.0,-25.2,-6.8
293,293.0,-25.2,-8.3
294,294.0,-25.2,-4.8
295,295.0,-25.2,-2.9
296,296.0,-25.2,-3.0
297,297.0,-25.2,0.0
298,298.0,-25.2,-3.3
299,299.0,-25.2,-1.4
300,300.0,-25.2,-4.9
