,Iter,best_vals,current_vals
0,0.0,-8.6,-2.7
1,1.0,-8.6,-2.7
2,2.0,-8.6,-3.8
3,3.0,-8.6,-1.2
4,4.0,-8.6,-0.6
5,5.0,-8.6,-2.6
6,6.0,-8.6,-7.9
7,7.0,-8.6,-2.6
8,8.0,-8.6,-2.0
9,9.0,-8.6,-2.7
10,10.0,-8.6,0.0
11,11.0,-8.6,-5.0
12,12.0,-8.6,-2.4
13,13.0,-8.6,-6.6
14,14.0,-8.6,-2.8
15,15.0,-8.6,-1.3
16,16.0,-8.6,-2.3
17,17.0,-8.6,-7.5
18,18.0,-8.6,-6.7
19,19.0,-8.6,-4.2
20,20.0,-8.6,-2.1
21,21.0,-8.6,-3.0
22,22.0,-8.6,-7.0
23,23.0,-8.6,-2.3
24,24.0,-8.6,-3.6
25,25.0,-8.6,-3.1
26,26.0,-8.6,-3.0
27,27.0,-8.6,-1.4
28,28.0,-8.6,-1.2
29,29.0,-8.6,-2.3
30,30.0,-8.6,-3.1
31,31.0,-8.6,-5.7
32,32.0,-8.6,-1.2
33,33.0,-8.6,-2.1
34,34.0,-8.6,-3.1
35,35.0,-8.6,-7.2
36,36.0,-8.6,-1.4
37,37.0,-8.6,0.0
38,38.0,-8.6,-0.8
39,39.0,-8.6,-5.3
40,40.0,-11.5,-11.5
41,41.0,-11.5,-10.1
42,42.0,-11.5,-5.7
43,43.0,-11.5,-4.9
44,44.0,-14.8,-14.8
45,45.0,-14.8,-3.8
46,46.0,-14.8,-6.2
47,47.0,-14.8,-5.2
48,48.0,-14.8,-3.6
49,49.0,-14.8,-2.2
50,50.0,-14.8,-0.3
51,51.0,-14.8,-2.6
52,52.0,-14.8,-11.5
53,53.0,-14.8,-2.6
54,54.0,-14.8,-6.7
55,55.0,-14.8,-4.0
56,56.0,-14.8,-3.4
57,57.0,-14.8,-0.5
58,58.0,-14.8,-0.4
59,59.0,-14.8,-4.4
60,60.0,-14.8,-7.3
61,61.0,-14.8,-3.3
