,Iter,best_vals,current_vals
62,62.0,-14.8,-4.5
63,63.0,-14.8,-7.2
64,64.0,-14.8,-6.1
65,65.0,-14.8,-1.9
66,66.0,-14.8,-4.1
67,67.0,-14.8,-10.7
68,68.0,-14.8,-2.2
69,69.0,-14.8,-2.2
70,70.0,-14.8,-3.0
71,71.0,-14.8,-1.0
72,72.0,-14.8,-7.8
73,73.0,-14.8,-3.9
74,74.0,-14.8,-2.9
75,75.0,-14.8,-4.0
76,76.0,-14.8,-9.3
77,77.0,-14.8,-6.4
78,78.0,-14.8,-4.0
79,79.0,-14.8,-1.8
80,80.0,-14.8,-0.6
81,81.0,-14.8,-2.6
82,82.0,-14.8,-9.2
83,83.0,-14.8,-4.6
84,84.0,-14.8,-2.9
85,85.0,-14.8,-1.3
86,86.0,-14.8,-8.5
87,87.0,-14.8,-6.2
88,88.0,-14.8,-9.9
89,89.0,-14.8,-1.5
90,90.0,-14.8,-12.6
91,91.0,-14.8,-12.5
92,92.0,-14.8,-11.0
93,93.0,-14.8,-9.0
94,94.0,-14.8,-7.4
95,95.0,-14.8,-1.5
96,96.0,-14.8,-6.4
97,97.0,-14.8,-3.9
98,98.0,-14.8,-11.7
99,99.0,-14.8,-0.4
100,100.0,-14.8,-6.6
101,101.0,-14.8,-4.9
102,102.0,-14.8,-13.7
103,103.0,-14.8,-3.7
104,104.0,-14.8,-4.4
105,105.0,-14.8,-8.5
106,106.0,-14.8,-12.9
107,107.0,-14.8,-3.8
108,108.0,-14.8,-5.4
109,109.0,-14.8,-1.2
110,110.0,-14.8,-3.2
111,111.0,-14.8,-8.5
112,112.0,-14.8,-4.7
113,113.0,-14.8,-4.7
114,114.0,-21.1,-21.1
115,115.0,-21.1,-3.0
116,116.0,-21.1,-3.2
117,117.0,-21.1,-3.6
118,118.0,-21.1,-0.9
119,119.0,-21.1,-6.6
120,120.0,-21.1,-7.0
121,121.0,-21.1,-1.8
122,122.0,-21.1,0.0
123,123.0,-21.1,-5.8
124,124.0,-21.1,-6.6
125,125.0,-21.1,0.0
126,126.0,-21.1,-4.5
127,127.0,-21.1,-6.6
128,128.0,-21.1,-6.4
129,129.0,-21.1,-5.5
130,130.0,-21.1,-1.9
131,131.0,-21.1,-4.0
132,132.0,-21.1,-0.7
133,133.0,-21.1,-0.6
134,134.0,-21.1,-1.2
135,135.0,-21.1,-3.2
136,136.0,-21.1,0.0
137,137.0,-21.1,-4.2
138,138.0,-21.1,-3.6
139,139.0,-21.1,-4.4
140,140.0,-21.1,-3.1
141,141.0,-21.1,-4.3
142,142.0,-21.1,-6.4
143,143.0,-21.1,-3.0
144,144.0,-21.1,-1.0
145,145.0,-21.1,-3.7
146,146.0,-21.1,-10.0
147,147.0,-21.1,-6.9
148,148.0,-21.1,-3.1
149,149.0,-21.1,-3.0
150,150.0,-21.1,-5.2
151,151.0,-21.1,-1.2
152,152.0,-21.1,-4.9
153,153.0,-21.1,-1.4
154,154.0,-21.1,-3.2
155,155.0,-21.1,-5.7
156,156.0,-21.1,-5.6
157,157.0,-21.1,-1.8
158,158.0,-21.1,-4.1
159,159.0,-21.1,-3.3
160,160.0,-21.1,-5.3
161,161.0,-21.1,-1.8
162,162.0,-21.1,-7.7
163,163.0,-21.1,-1.6
164,164.0,-21.1,-2.5
165,165.0,-21.1,-6.9
166,166.0,-21.1,-1.6
167,167.0,-21.1,-1.0
168,168.0,-21.1,-11.0
169,169.0,-21.1,-6.4
170,170.0,-21.1,-1.3
171,171.0,-21.1,-1.5
172,172.0,-21.1,-4.2
173,173.0,-21.1,-3.7
174,174.0,-21.1,-0.5
175,175.0,-21.1,-2.2
176,176.0,-21.1,-3.5
177,177.0,-21.1,-1.4
178,178.0,-21.1,-1.7
179,179.0,-21.1,-6.1
180,180.0,-21.1,-9.1
181,181.0,-21.1,-2.0
182,182.0,-21.1,-7.3
183,183.0,-21.1,-1.1
184,184.0,-21.1,-2.7
185,185.0,-21.1,-6.1
186,186.0,-21.1,-3.3
187,187.0,-21.1,-4.9
188,188.0,-21.1,-6.7
189,189.0,-21.1,0.0
190,190.0,-21.1,-0.9
191,191.0,-21.1,-2.9
192,192.0,-21.1,-3.0
193,193.0,-21.1,-3.0
194,194.0,-21.1,-5.2
195,195.0,-21.1,-5.4
196,196.0,-21.1,-0.2
197,197.0,-21.1,-2.3
198,198.0,-21.1,-2.1
199,199.0,-21.1,-6.9
200,200.0,-21.1,-7.6
201,201.0,-21.1,-1.9
202,202.0,-21.1,0.0
203,203.0,-21.1,-2.0
204,204.0,-21.1,-5.7
205,205.0,-21.1,-6.6
206,206.0,-21.1,-4.9
207,207.0,-21.1,-5.8
208,208.0,-21.1,-3.0
209,209.0,-21.1,-6.9
210,210.0,-21.1,-5.5
211,211.0,-21.1,-9.9
212,212.0,-21.1,-2.8
213,213.0,-21.1,-1.5
214,214.0,-21.1,-0.9
215,215.0,-21.1,-3.6
216,216.0,-21.1,-2.0
217,217.0,-21.1,-7.9
218,218.0,-21.1,-4.8
219,219.0,-21.1,-3.2
220,220.0,-21.1,-4.7
221,221.0,-21.1,-3.1
222,222.0,-21.1,-1.0
223,223.0,-21.1,-4.1
224,224.0,-21.1,-5.4
225,225.0,-21.1,-2.4
226,226.0,-21.1,-2.4
227,227.0,-21.1,-1.0
228,228.0,-21.1,-5.2
229,229.0,-21.1,-3.7
230,230.0,-21.1,-0.7
231,231.0,-21.1,-3.6
232,232.0,-21.1,-7.9
233,233.0,-21.1,-3.6
234,234.0,-21.1,-0.7
235,235.0,-21.1,-2.0
236,236.0,-21.1,-8.7
237,237.0,-21.1,-2.9
238,238.0,-21.1,-4.3
239,239.0,-21.1,-2.3
240,240.0,-21.1,-2.1
241,241.0,-21.1,-2.5
242,242.0,-21.1,0.0
243,243.0,-21.1,-3.6
244,244.0,-21.1,-0.3
245,245.0,-21.1,-2.0
246,246.0,-21.1,-4.5
247,247.0,-21.1,-5.9
248,248.0,-21.1,-2.3
249,249.0,-21.1,-4.3
250,250.0,-21.1,-3.2
251,251.0,-21.1,-5.8
252,252.0,-21.1,-4.2
253,253.0,-21.1,-8.0
254,254.0,-21.1,-3.0
255,255.0,-21.1,-1.9
256,256.0,-21.1,-3.3
257,257.0,-21.1,0.0
258,258.0,-21.1,-1.4
259,259.0,-21.1,-5.0
260,260.0,-21.1,0.0
261,261.0,-21.1,0.0
262,262.0,-21.1,-0.3
263,263.0,-21.1,-2.1
264,264.0,-21.1,-0.5
265,265.0,-21.1,-6.5
266,266.0,-21.1,-3.2
267,267.0,-21.1,-6.4
268,268.0,-21.1,-3.4
269,269.0,-21.1,-4.1
270,270.0,-21.1,-3.5
271,271.0,-21.1,-6.9
272,272.0,-21.1,-1.7
273,273.0,-21.1,-5.5
274,274.0,-21.1,-2.8
275,275.0,-21.1,-0.9
276,276.0,-21.1,-13.6
277,277.0,-21.1,-7.7
278,278.0,-21.1,-0.6
279,279.0,-21.1,-0.2
280,280.0,-21.1,-3.4
281,281.0,-21.1,-1.3
282,282.0,-21.1,0.0
283,283.0,-21.1,-5.5
284,284.0,-21.1,-5.2
285,285.0,-21.1,-6.2
286,286.0,-21.1,0.0
287,287.0,-21.1,-1.7
288,288.0,-21.1,-6.1
289,289.0,-21.1,-1.9
290,290.0,-21.1,-4.7
291,291.0,-21.1,-4.6
292,292.0,-21.1,-6.6
293,293.0,-21.1,-5.2
294,294.0,-21.1,-0.5
295,295.0,-21.1,0.0
296,296.0,-21.1,-2.2
297,297.0,-21.1,-2.7
298,298.0,-21.1,-3.2
299,299.0,-21.1,-3.3
300,300.0,-21.1,-3.9
