,Iter,best_vals,current_vals
0,0.0,-8.6,-5.5
1,1.0,-8.6,-2.3
2,2.0,-8.6,0.0
3,3.0,-8.6,-1.4
4,4.0,-8.6,-2.5
5,5.0,-8.6,-3.7
6,6.0,-8.6,-3.3
7,7.0,-8.6,-4.0
8,8.0,-8.6,-5.2
9,9.0,-8.6,-1.1
10,10.0,-8.6,-7.0
11,11.0,-9.1,-9.1
12,12.0,-9.1,-6.7
13,13.0,-9.1,-2.9
14,14.0,-9.1,-1.0
15,15.0,-9.1,-2.3
16,16.0,-9.1,-0.1
17,17.0,-9.1,-2.0
18,18.0,-12.8,-12.8
19,19.0,-12.8,-0.6
20,20.0,-12.8,-1.8
21,21.0,-12.8,-3.0
22,22.0,-12.8,-1.1
23,23.0,-12.8,-4.9
24,24.0,-12.8,-5.4
25,25.0,-12.8,-7.2
26,26.0,-12.8,-2.5
27,27.0,-12.8,-5.8
28,28.0,-12.8,-1.5
29,29.0,-12.8,-2.9
30,30.0,-12.8,-1.5
31,31.0,-12.8,-5.4
32,32.0,-12.8,-1.9
33,33.0,-12.8,-7.6
34,34.0,-12.8,-2.2
35,35.0,-12.8,-2.4
36,36.0,-12.8,-4.4
37,37.0,-12.8,-3.5
38,38.0,-12.8,-4.2
39,39.0,-12.8,-0.3
40,40.0,-12.8,-5.7
41,41.0,-12.8,-2.3
42,42.0,-12.8,-3.5
43,43.0,-12.8,-2.3
44,44.0,-12.8,-8.1
45,45.0,-12.8,-8.0
46,46.0,-12.8,0.0
47,47.0,-12.8,-3.2
48,48.0,-12.8,0.0
49,49.0,-12.8,-2.8
50,50.0,-12.8,-1.9
51,51.0,-12.8,-3.7
52,52.0,-12.8,-12.2
53,53.0,-12.8,-10.1
54,54.0,-12.8,-4.6
55,55.0,-12.8,-3.1
56,56.0,-12.8,-3.1
57,57.0,-12.8,-8.3
58,58.0,-13.4,-13.4
59,59.0,-13.4,-9.2
60,60.0,-13.4,-1.7
61,61.0,-13.4,-3.7
62,62.0,-13.4,-3.4
63,63.0,-13.4,-5.5
64,64.0,-13.4,-10.6
65,65.0,-13.4,-13.2
