Experiment,Algorithm,R2,RMSE,MAE,Quantile,E-quantile
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.0,0.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.034482758620689655,0.05
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.06896551724137931,0.1
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.10344827586206896,0.15
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.13793103448275862,0.225
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.1724137931034483,0.25
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.20689655172413793,0.375
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.24137931034482757,0.425
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.27586206896551724,0.45
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.3103448275862069,0.5
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.3448275862068966,0.625
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.3793103448275862,0.6
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.41379310344827586,0.625
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.4482758620689655,0.7
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.48275862068965514,0.775
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.5172413793103449,0.825
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.5517241379310345,0.875
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.5862068965517241,0.875
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.6206896551724138,0.875
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.6551724137931034,0.975
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.6896551724137931,0.975
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.7241379310344828,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.7586206896551724,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.7931034482758621,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.8275862068965517,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.8620689655172413,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.896551724137931,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.9310344827586207,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,0.9655172413793103,1.0
0.0,GPr,0.7793640435790877,0.2671929511165848,0.22682513708060315,1.0,1.0
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.0,0.0
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.034482758620689655,0.0
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.06896551724137931,0.05
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.10344827586206896,0.075
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.13793103448275862,0.1
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.1724137931034483,0.125
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.20689655172413793,0.175
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.24137931034482757,0.175
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.27586206896551724,0.175
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.3103448275862069,0.225
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.3448275862068966,0.225
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.3793103448275862,0.3
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.41379310344827586,0.3
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.4482758620689655,0.3
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.48275862068965514,0.3
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.5172413793103449,0.325
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.5517241379310345,0.325
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.5862068965517241,0.375
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.6206896551724138,0.375
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.6551724137931034,0.425
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.6896551724137931,0.5
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.7241379310344828,0.55
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.7586206896551724,0.55
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.7931034482758621,0.65
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.8275862068965517,0.675
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.8620689655172413,0.725
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.896551724137931,0.8
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.9310344827586207,0.825
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,0.9655172413793103,0.925
0.0,BOCS,0.7182518280112375,0.3019377437313254,0.25714026599438605,1.0,1.0
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.0,0.0
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.034482758620689655,0.0
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.06896551724137931,0.025
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.10344827586206896,0.1
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.13793103448275862,0.125
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.1724137931034483,0.15
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.20689655172413793,0.175
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.24137931034482757,0.25
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.27586206896551724,0.35
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.3103448275862069,0.35
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.3448275862068966,0.4
0.0,NGBlinCV,0.6301304197116726,0.3459482668196657,0.27070300001583647,0.3793103448275862,0.45
