Experiment,Algorithm,R2,RMSE,MAE,Quantile,E-quantile
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.0,0.0
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.034482758620689655,0.1
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.06896551724137931,0.1625
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.10344827586206896,0.1875
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.13793103448275862,0.2625
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.1724137931034483,0.3
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.20689655172413793,0.4375
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.24137931034482757,0.45
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.27586206896551724,0.4875
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.3103448275862069,0.5625
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.3448275862068966,0.5875
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.3793103448275862,0.675
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.41379310344827586,0.7
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.4482758620689655,0.725
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.48275862068965514,0.7625
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.5172413793103449,0.7625
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.5517241379310345,0.8
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.5862068965517241,0.85
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.6206896551724138,0.875
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.6551724137931034,0.9
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.6896551724137931,0.925
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.7241379310344828,0.95
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.7586206896551724,0.9625
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.7931034482758621,0.975
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.8275862068965517,0.9875
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.8620689655172413,1.0
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.896551724137931,1.0
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.9310344827586207,1.0
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,0.9655172413793103,1.0
0.0,GPr,0.7769363762722644,0.2360315859643555,0.1875984978916126,1.0,1.0
0.0,BOCS,0.6879920227791728,0.2791506201080963,0.22622120855620143,0.0,0.0
0.0,BOCS,0.6879920227791728,0.2791506201080963,0.22622120855620143,0.034482758620689655,0.025
0.0,BOCS,0.6879920227791728,0.2791506201080963,0.22622120855620143,0.06896551724137931,0.0875
0.0,BOCS,0.6879920227791728,0.2791506201080963,0.22622120855620143,0.10344827586206896,0.0875
0.0,BOCS,0.6879920227791728,0.2791506201080963,0.22622120855620143,0.13793103448275862,0.125
0.0,BOCS,0.6879920227791728,0.2791506201080963,0.22622120855620143,0.1724137931034483,0.125
